Date,Close_Danske,Close_Maersk,Close_Merged,Close_ISS,Close
2017-03-23,236.199997,10025.639648,117.099998,271.899994,1064.530029
2017-03-24,237.5,10069.229492,115.800003,269.899994,1066.900024
2017-03-27,235.899994,9859.998047,116.75,267.700012,1062.48999
2017-03-28,238.699997,9955.895508,117.550003,268.700012,1067.839966
2017-03-29,236.899994,9833.844727,118.0,269.299988,1067.400024
2017-03-30,235.800003,10243.587891,118.199997,267.899994,1072.920044
2017-03-31,237.5,10086.665039,119.75,263.700012,1075.069946
2017-04-03,238.199997,9990.767578,119.449997,262.299988,1066.0
2017-04-04,239.300003,10060.511719,125.349998,265.0,1076.560059
2017-04-05,240.600006,10226.152344,125.550003,275.700012,1078.859985
2017-04-06,238.800003,10199.998047,124.0,276.399994,1077.859985
2017-04-07,235.100006,10322.049805,123.699997,275.5,1073.420044
2017-04-10,235.399994,10374.357422,125.900002,276.0,1080.660034
2017-04-11,233.600006,10383.075195,126.099998,275.600006,1080.150024
2017-04-12,234.899994,10435.382813,126.75,278.5,1088.48999
2017-04-18,231.5,10086.665039,126.199997,277.100006,1073.390015
2017-04-19,232.899994,10112.819336,126.5,280.0,1081.589966
2017-04-20,235.800003,10138.972656,126.199997,281.399994,1090.439941
2017-04-21,234.800003,10025.639648,124.849998,280.600006,1082.560059
2017-04-24,241.800003,10165.126953,125.0,283.5,1098.859985
2017-04-25,242.199997,10156.40918,126.849998,282.0,1104.569946
2017-04-26,242.0,10199.998047,128.199997,285.100006,1115.099976
2017-04-27,242.0,10147.69043,132.899994,284.0,1120.119995
2017-04-28,248.0,10295.895508,132.850006,283.200012,1126.439941
2017-05-01,252.0,10104.100586,130.800003,282.0,1124.609985
2017-05-02,250.399994,10208.716797,132.350006,283.5,1128.699951
2017-05-03,250.600006,10034.357422,141.300003,285.700012,1129.609985
2017-05-04,252.800003,9982.049805,140.5,285.799988,1134.400024
2017-05-05,255.0,10095.382813,139.0,283.700012,1145.77002
2017-05-08,256.899994,10147.69043,138.75,286.299988,1144.069946
2017-05-09,257.5,10077.947266,136.899994,286.0,1137.569946
2017-05-10,256.0,10226.152344,137.600006,284.299988,1146.550049
2017-05-11,255.0,10618.459961,137.449997,283.200012,1144.439941
2017-05-15,256.5,11002.049805,137.199997,281.600006,1149.640015
2017-05-16,256.200012,10984.613281,137.449997,280.899994,1146.060059
2017-05-17,250.600006,10766.665039,134.600006,277.399994,1123.300049
2017-05-18,249.699997,10757.947266,135.399994,275.0,1129.73999
2017-05-19,251.300003,10723.075195,136.199997,276.5,1138.079956
2017-05-22,251.0,10766.665039,138.550003,278.299988,1142.699951
2017-05-23,252.0,10749.229492,138.649994,279.399994,1143.949951
2017-05-24,251.600006,10879.998047,138.5,278.700012,1143.969971
2017-05-30,248.800003,10932.305664,140.399994,273.700012,1139.780029
2017-05-31,248.699997,10993.332031,140.699997,274.5,1150.02002
2017-06-01,248.600006,11045.639648,142.199997,272.0,1152.459961
2017-06-02,248.199997,11228.71582,145.75,274.5,1162.0
2017-06-06,247.5,11028.203125,143.75,274.700012,1161.439941
2017-06-07,248.0,10941.024414,140.949997,274.200012,1157.170044
2017-06-08,249.800003,10845.126953,141.199997,270.700012,1152.420044
2017-06-09,252.0,10993.332031,142.449997,273.100006,1160.290039
2017-06-12,249.699997,10923.587891,144.199997,268.5,1152.98999
2017-06-13,250.800003,10984.613281,145.449997,269.600006,1165.089966
2017-06-14,250.600006,11002.049805,146.0,271.399994,1167.439941
2017-06-15,248.300003,10984.613281,142.600006,268.5,1153.300049
2017-06-16,247.699997,11158.972656,142.5,270.0,1160.170044
2017-06-19,254.199997,11315.895508,145.399994,272.700012,1176.420044
2017-06-20,255.0,11132.818359,145.25,272.799988,1172.150024
2017-06-21,251.5,11097.947266,145.199997,271.799988,1169.76001
2017-06-22,249.300003,11071.792969,146.100006,270.100006,1166.959961
2017-06-23,249.300003,11028.203125,147.0,269.5,1165.589966
2017-06-26,250.699997,11237.43457,147.149994,267.600006,1165.380005
2017-06-27,249.100006,11185.126953,143.949997,261.200012,1151.680054
2017-06-28,250.600006,11394.357422,141.949997,258.299988,1149.319946
2017-06-29,251.800003,11315.895508,138.600006,255.199997,1136.0
2017-06-30,250.399994,11411.792969,139.399994,255.699997,1143.23999
2017-07-03,257.299988,11577.43457,139.5,257.5,1156.160034
2017-07-05,257.5,11446.665039,138.5,255.0,1158.920044
2017-07-06,256.799988,11437.947266,137.399994,252.800003,1149.630005
2017-07-07,255.300003,11490.254883,136.649994,252.0,1151.0
2017-07-10,256.799988,11952.305664,137.0,256.299988,1158.680054
2017-07-11,254.300003,12152.818359,136.25,255.0,1155.599976
2017-07-12,256.0,12030.767578,139.25,257.399994,1166.339966
2017-07-13,257.299988,11934.870117,138.100006,258.299988,1166.01001
2017-07-14,257.399994,12030.767578,138.850006,257.0,1172.01001
2017-07-17,257.299988,12091.792969,139.850006,256.700012,1177.719971
2017-07-18,255.5,12239.998047,137.899994,260.200012,1174.910034
2017-07-19,256.600006,12318.459961,137.449997,262.700012,1175.969971
2017-07-20,253.0,12205.125977,139.050003,262.0,1175.26001
2017-07-21,253.199997,11865.125977,136.649994,257.5,1166.73999
2017-07-24,251.300003,11865.125977,133.649994,253.899994,1154.140015
2017-07-25,253.699997,11917.433594,134.25,254.5,1161.719971
2017-07-26,254.0,11882.5625,133.649994,255.600006,1167.339966
2017-07-27,256.200012,12013.331055,132.0,258.299988,1170.589966
2017-07-28,256.200012,11926.152344,132.5,256.600006,1164.719971
2017-07-31,254.5,11961.023438,134.050003,257.700012,1168.660034
2017-08-01,255.0,12039.485352,133.399994,259.399994,1169.880005
2017-08-02,252.899994,11847.69043,132.949997,257.299988,1164.97998
2017-08-03,253.0,11559.998047,133.600006,257.299988,1159.880005
2017-08-04,255.0,11594.870117,133.100006,258.399994,1169.530029
2017-08-07,253.800003,11594.870117,131.5,258.200012,1170.199951
2017-08-08,253.100006,11734.357422,130.949997,260.399994,1161.079956
2017-08-09,251.100006,11673.331055,141.25,257.0,1170.27002
2017-08-10,248.199997,11446.665039,140.399994,258.5,1159.949951
2017-08-11,246.899994,11315.895508,144.850006,258.5,1162.459961
2017-08-14,249.899994,11525.125977,143.800003,260.100006,1167.060059
2017-08-15,248.300003,11403.075195,144.5,259.5,1165.209961
2017-08-16,248.100006,11673.331055,143.0,260.799988,1165.199951
2017-08-17,246.199997,11202.5625,146.0,238.0,1152.670044
2017-08-18,244.399994,11158.972656,143.199997,246.0,1150.310059
2017-08-21,244.5,11481.537109,143.800003,248.199997,1152.5
2017-08-22,244.5,11751.792969,145.649994,250.899994,1167.26001
2017-08-23,243.0,11612.305664,143.949997,245.0,1159.560059
2017-08-24,244.5,11359.485352,144.0,246.5,1170.939941
2017-08-25,244.300003,11333.332031,144.5,243.399994,1168.219971
2017-08-28,245.0,11193.844727,145.350006,243.5,1166.469971
2017-08-29,241.699997,11106.665039,144.149994,240.600006,1155.540039
2017-08-30,243.800003,11193.844727,145.600006,241.100006,1161.939941
2017-08-31,242.800003,11228.71582,149.0,243.100006,1174.719971
2017-09-01,246.800003,11002.049805,149.199997,246.899994,1181.040039
2017-09-05,242.0,10784.100586,147.899994,242.300003,1166.910034
2017-09-06,237.300003,10583.587891,149.5,242.0,1157.819946
2017-09-07,236.800003,10731.792969,149.5,244.100006,1164.630005
2017-09-08,237.300003,10566.152344,148.449997,243.0,1164.25
2017-09-11,239.600006,10853.844727,150.800003,247.399994,1173.920044
2017-09-12,243.600006,10879.998047,150.800003,249.300003,1173.52002
2017-09-13,243.699997,10592.305664,152.0,245.199997,1170.829956
2017-09-14,243.0,10714.357422,151.300003,247.199997,1171.819946
2017-09-15,240.100006,10365.639648,150.25,242.0,1149.180054
2017-09-18,243.800003,10400.510742,151.0,246.699997,1158.349976
2017-09-19,245.699997,10348.203125,150.800003,248.800003,1160.430054
2017-09-20,244.899994,10252.305664,151.699997,248.0,1164.73999
2017-09-21,247.5,10304.614258,153.199997,250.0,1166.670044
2017-09-22,246.899994,10548.716797,152.899994,251.600006,1168.920044
2017-09-25,246.0,10879.998047,154.300003,252.0,1177.430054
2017-09-26,247.100006,10670.767578,151.800003,249.800003,1166.52002
2017-09-27,248.600006,10470.254883,152.649994,249.300003,1169.300049
2017-09-28,250.600006,10557.43457,151.75,252.100006,1176.920044
2017-09-29,251.800003,10426.665039,150.5,253.199997,1173.98999
2017-10-02,251.800003,10461.537109,154.949997,252.100006,1185.140015
2017-10-03,253.100006,10252.305664,154.050003,253.300003,1184.51001
2017-10-04,247.399994,10121.537109,156.050003,254.399994,1187.349976
2017-10-05,250.0,10086.665039,154.850006,256.200012,1187.609985
2017-10-06,250.800003,10069.229492,155.600006,256.299988,1182.02002
2017-10-09,250.5,10034.357422,155.75,255.800003,1183.27002
2017-10-10,250.800003,10034.357422,153.449997,257.600006,1185.75
2017-10-11,250.600006,10383.075195,154.399994,257.700012,1192.849976
2017-10-12,250.600006,10461.537109,153.800003,257.5,1190.819946
2017-10-13,249.0,10330.767578,148.899994,257.399994,1179.380005
2017-10-16,247.0,10313.332031,156.350006,257.5,1182.079956
2017-10-17,248.5,10383.075195,155.649994,258.799988,1176.109985
2017-10-18,249.899994,10417.947266,158.899994,272.299988,1186.199951
2017-10-19,248.5,10226.152344,159.75,269.0,1178.540039
2017-10-20,251.0,10252.305664,159.350006,271.899994,1182.319946
2017-10-23,250.0,10182.5625,159.649994,271.200012,1182.939941
2017-10-24,247.600006,10104.100586,158.550003,267.100006,1174.180054
2017-10-25,245.5,10199.998047,158.949997,267.600006,1176.650024
2017-10-26,244.899994,10348.203125,156.25,267.600006,1179.939941
2017-10-27,240.399994,10487.69043,159.149994,268.899994,1188.380005
2017-10-30,241.0,10801.537109,159.25,269.5,1195.48999
2017-10-31,243.699997,10696.921875,158.899994,270.399994,1195.609985
2017-11-01,242.5,10705.639648,159.399994,274.0,1196.670044
2017-11-02,249.199997,10723.075195,158.649994,272.299988,1183.23999
2017-11-03,244.0,10522.5625,158.300003,273.799988,1169.709961
2017-11-06,246.399994,10531.280273,159.899994,272.5,1180.849976
2017-11-07,249.300003,9781.537109,158.899994,267.299988,1169.089966
2017-11-08,248.399994,10008.203125,159.949997,253.199997,1174.47998
2017-11-09,245.199997,9764.100586,157.350006,245.899994,1138.449951
2017-11-10,244.699997,9441.537109,158.899994,248.699997,1134.459961
2017-11-13,239.399994,9136.40918,157.850006,244.0,1123.189941
2017-11-14,235.0,9031.793945,157.75,241.0,1116.02002
2017-11-15,235.199997,9101.537109,156.850006,243.100006,1116.719971
2017-11-16,234.0,9136.40918,159.850006,244.5,1130.949951
2017-11-17,234.199997,8953.332031,160.399994,242.100006,1127.609985
2017-11-20,235.300003,9031.793945,162.899994,240.199997,1127.880005
2017-11-21,234.899994,8935.896484,164.300003,239.100006,1124.890015
2017-11-22,235.300003,8901.024414,163.899994,236.600006,1124.560059
2017-11-24,234.5,9066.665039,162.850006,234.0,1113.76001
2017-11-27,231.5,9014.357422,161.350006,232.699997,1105.939941
2017-11-28,234.699997,9153.844727,162.149994,233.300003,1121.130005
2017-11-29,237.699997,9502.5625,161.0,233.100006,1121.359985
2017-11-30,233.600006,9781.537109,161.399994,236.399994,1129.589966
2017-12-01,232.800003,9729.229492,163.050003,232.199997,1124.77002
2017-12-04,232.300003,9737.947266,161.550003,231.800003,1120.089966
2017-12-05,226.800003,9563.587891,159.0,235.300003,1107.439941
2017-12-06,224.5,9511.280273,164.350006,231.800003,1112.060059
2017-12-07,227.199997,9441.537109,162.800003,232.300003,1117.189941
2017-12-08,237.600006,9267.177734,164.5,233.0,1128.449951
2017-12-11,242.600006,9258.459961,164.899994,232.5,1131.079956
2017-12-12,243.800003,9293.332031,168.75,230.600006,1132.959961
2017-12-13,242.199997,9275.896484,168.649994,234.300003,1128.880005
2017-12-14,241.699997,9197.43457,168.199997,232.5,1132.810059
2017-12-15,239.199997,9118.972656,164.75,232.600006,1122.52002
2017-12-18,243.300003,9249.742188,167.5,238.0,1139.469971
2017-12-19,242.100006,9275.896484,166.149994,237.899994,1138.780029
2017-12-20,241.800003,9127.69043,165.75,238.0,1135.910034
2017-12-21,244.600006,9162.5625,167.449997,237.699997,1142.030029
2017-12-22,245.0,9179.999023,167.899994,240.5,1146.329956
2017-12-27,242.699997,9275.896484,167.300003,241.5,1149.76001
2017-12-28,242.5,9336.921875,167.300003,242.0,1145.949951
2017-12-29,241.600006,9450.254883,167.25,240.300003,1145.640015
2018-01-02,242.699997,9554.870117,166.975006,241.0,1149.069946
2018-01-03,241.399994,9502.5625,169.0,242.0,1152.569946
2018-01-04,243.5,9785.895508,167.774994,244.399994,1155.339966
2018-01-05,243.800003,9851.280273,169.175003,244.300003,1164.199951
2018-01-08,245.199997,10117.177734,169.875,242.0,1174.290039
2018-01-09,243.300003,9964.614258,170.925003,244.5,1175.939941
2018-01-10,248.399994,9689.998047,170.149994,241.600006,1169.880005
2018-01-11,250.699997,9816.40918,169.25,238.100006,1159.099976
2018-01-12,249.0,9820.767578,168.274994,238.199997,1151.26001
2018-01-16,249.899994,9755.382813,169.5,238.199997,1153.109985
2018-01-17,250.5,9659.485352,171.0,239.0,1156.98999
2018-01-18,244.699997,9707.43457,171.0,240.800003,1154.189941
2018-01-19,243.699997,9559.229492,174.75,243.5,1162.380005
2018-01-22,247.100006,9585.382813,175.149994,243.399994,1164.75
2018-01-23,245.5,9803.332031,175.975006,244.0,1165.550049
2018-01-24,245.5,10112.819336,173.824997,242.300003,1160.310059
2018-01-25,238.600006,9938.459961,171.875,238.300003,1142.069946
2018-01-26,242.800003,9890.511719,173.800003,242.300003,1151.75
2018-01-29,245.199997,9790.254883,172.774994,242.899994,1149.849976
2018-01-30,242.800003,9467.69043,170.625,239.699997,1140.73999
2018-01-31,243.5,9328.204102,166.699997,233.899994,1136.52002
2018-02-01,242.100006,9214.870117,154.5,232.800003,1117.790039
2018-02-02,244.899994,9127.69043,151.425003,229.699997,1099.26001
2018-02-05,244.899994,9097.177734,152.350006,225.899994,1096.670044
2018-02-06,238.699997,8992.5625,147.300003,225.0,1083.060059
2018-02-07,241.899994,9123.332031,152.024994,232.0,1098.23999
2018-02-08,241.0,9031.793945,150.350006,228.399994,1090.780029
2018-02-09,240.600006,9005.639648,149.675003,226.100006,1088.77002
2018-02-12,242.800003,9367.43457,153.0,226.899994,1111.859985
2018-02-13,241.5,9171.280273,150.800003,223.199997,1103.459961
2018-02-14,244.199997,9210.511719,151.675003,225.800003,1115.550049
2018-02-15,245.800003,9197.43457,152.600006,227.800003,1121.959961
2018-02-16,248.800003,9450.254883,156.725006,229.100006,1142.48999
2018-02-20,245.0,9210.511719,154.774994,222.100006,1132.069946
2018-02-21,246.5,8805.126953,157.0,223.0,1131.650024
2018-02-22,247.0,8608.101563,160.274994,235.399994,1143.839966
2018-02-23,248.600006,8752.819336,161.850006,228.199997,1152.76001
2018-02-26,250.100006,8826.921875,164.600006,228.5,1161.939941
2018-02-27,242.5,8857.43457,161.5,226.0,1149.130005
2018-02-28,246.199997,8739.742188,158.300003,222.300003,1147.890015
2018-03-01,243.800003,8778.972656,154.100006,219.600006,1135.01001
2018-03-02,242.5,8388.40918,151.925003,217.0,1117.060059
2018-03-05,242.899994,8334.357422,152.25,221.699997,1121.569946
2018-03-06,242.0,8444.204102,151.824997,223.5,1124.02002
2018-03-07,244.800003,8259.383789,151.350006,225.699997,1128.319946
2018-03-08,244.399994,8168.716797,153.574997,225.699997,1139.569946
2018-03-09,246.199997,8153.024414,153.324997,225.5,1138.930054
2018-03-12,246.800003,8172.204102,153.425003,226.100006,1140.800049
2018-03-13,247.699997,8200.101563,151.074997,224.699997,1133.199951
2018-03-14,244.100006,8182.665527,151.050003,223.300003,1128.920044
2018-03-15,244.199997,8229.742188,152.699997,222.800003,1133.339966
2018-03-16,234.5,8395.383789,152.550003,224.899994,1129.099976
2018-03-19,235.100006,8250.665039,152.625,222.0,1123.77002
2018-03-20,235.0,8118.152832,152.0,221.0,1124.5
2018-03-21,233.600006,8215.793945,152.375,220.399994,1124.51001
2018-03-22,228.600006,8147.793457,149.050003,216.800003,1109.26001
2018-03-23,228.0,8090.255371,147.925003,219.199997,1109.98999
2018-03-26,225.800003,8194.870117,146.625,219.100006,1104.959961
2018-03-27,224.899994,8053.639648,146.800003,222.800003,1108.199951
2018-03-28,225.399994,8146.049805,148.75,223.600006,1114.819946
2018-04-03,224.5,8107.690918,148.350006,216.0,1110.439941
2018-04-04,222.800003,8034.460449,145.875,215.0,1092.030029
2018-04-05,225.399994,8217.537109,149.100006,217.5,1110.040039
2018-04-06,223.699997,8153.024414,148.449997,216.899994,1109.579956
2018-04-09,224.300003,8252.40918,150.399994,217.0,1112.75
2018-04-10,224.800003,8217.537109,152.774994,217.300003,1116.640015
2018-04-11,220.0,8107.690918,150.425003,215.5,1102.880005
2018-04-12,221.399994,8154.768066,150.850006,210.0,1105.160034
2018-04-13,220.899994,7994.35791,148.050003,210.699997,1102.949951
2018-04-16,221.100006,7846.152832,148.375,211.300003,1099.790039
2018-04-17,223.0,7809.537109,147.899994,211.300003,1111.77002
2018-04-18,225.100006,7846.152832,146.550003,212.100006,1115.02002
2018-04-19,223.800003,8050.152832,143.774994,215.0,1111.930054
2018-04-20,223.800003,8320.40918,142.100006,214.800003,1110.619995
2018-04-23,224.600006,8271.588867,142.600006,215.899994,1114.869995
2018-04-24,225.699997,8264.614258,144.324997,216.300003,1114.599976
2018-04-25,218.800003,8203.588867,142.649994,216.600006,1101.800049
2018-04-26,219.5,8374.459961,144.5,219.600006,1114.380005
2018-04-30,215.399994,8679.588867,145.899994,216.0,1113.02002
2018-05-01,217.899994,8748.459961,147.149994,214.699997,1116.76001
2018-05-02,218.0,8712.716797,153.5,218.5,1133.839966
2018-05-03,215.800003,8630.767578,150.0,219.0,1132.430054
2018-05-04,215.899994,8583.691406,148.625,219.399994,1130.77002
2018-05-07,214.899994,8658.665039,150.550003,218.199997,1147.819946
2018-05-08,216.699997,9036.152344,152.725006,220.0,1157.48999
2018-05-09,215.199997,9184.357422,150.100006,220.899994,1157.23999
2018-05-14,214.5,8896.665039,156.774994,214.699997,1161.73999
2018-05-15,215.199997,8879.229492,152.25,211.399994,1144.209961
2018-05-16,213.600006,8848.716797,154.175003,211.899994,1143.73999
2018-05-17,216.399994,8065.844727,154.800003,213.399994,1143.02002
2018-05-18,216.300003,7879.280762,153.399994,214.5,1139.540039
2018-05-22,215.899994,8278.5625,154.149994,217.0,1143.97998
2018-05-23,216.899994,8386.665039,152.774994,215.800003,1142.650024
2018-05-24,212.800003,8196.614258,151.850006,215.100006,1129.689941
2018-05-25,212.399994,8294.254883,152.300003,216.899994,1134.280029
2018-05-29,207.100006,8172.204102,151.625,216.600006,1107.089966
2018-05-30,207.0,8226.254883,151.100006,217.0,1109.300049
2018-05-31,211.399994,8306.459961,151.225006,217.600006,1113.589966
2018-06-01,216.100006,8765.896484,152.475006,219.600006,1129.98999
2018-06-04,218.5,8716.204102,150.0,219.699997,1132.880005
2018-06-06,215.399994,8602.870117,147.375,219.600006,1125.040039
2018-06-07,215.199997,8540.101563,145.225006,222.699997,1118.099976
2018-06-08,213.399994,8358.767578,142.774994,222.399994,1112.119995
2018-06-11,218.0,8301.229492,141.949997,220.800003,1119.420044
2018-06-12,218.800003,8372.716797,140.25,221.699997,1121.22998
2018-06-13,218.5,8543.588867,141.399994,222.100006,1125.22998
2018-06-14,219.100006,8658.665039,142.949997,222.399994,1134.160034
2018-06-15,217.800003,8501.742188,143.425003,226.600006,1134.650024
2018-06-18,213.199997,8247.177734,143.75,223.0,1120.170044
2018-06-19,210.800003,7933.332031,144.0,222.899994,1111.130005
2018-06-20,208.699997,8039.690918,144.274994,222.699997,1121.839966
2018-06-21,205.699997,7987.383301,149.600006,221.399994,1119.140015
2018-06-22,206.699997,7767.690918,150.5,224.5,1124.369995
2018-06-25,203.600006,7560.204102,150.175003,222.300003,1114.689941
2018-06-26,197.649994,7350.973145,147.5,219.300003,1098.619995
2018-06-27,198.600006,7347.48584,147.125,219.5,1101.319946
2018-06-28,198.600006,7164.40918,145.75,216.0,1087.23999
2018-06-29,199.75,6929.024414,148.0,219.300003,1097.23999
2018-07-02,199.399994,6887.178223,149.475006,216.300003,1089.920044
2018-07-03,201.399994,6935.999023,151.175003,218.199997,1098.97998
2018-07-05,192.199997,6740.716797,152.199997,216.800003,1094.0
2018-07-06,190.649994,6686.665527,153.449997,220.199997,1100.0
2018-07-09,192.449997,6869.742676,154.324997,222.600006,1109.310059
2018-07-10,193.800003,6796.511719,157.350006,225.600006,1120.890015
2018-07-11,193.949997,6625.640137,155.449997,224.0,1114.76001
2018-07-12,195.050003,6806.973145,158.324997,224.5,1128.5
2018-07-13,193.949997,6998.768066,158.375,224.699997,1129.800049
2018-07-16,193.75,6831.383789,157.949997,223.0,1127.52002
2018-07-17,195.100006,7037.126953,159.375,222.600006,1138.709961
2018-07-18,177.300003,7206.255371,160.774994,223.0,1132.300049
2018-07-19,181.899994,7453.845215,159.050003,227.699997,1136.790039
2018-07-20,180.75,7466.050293,160.375,228.800003,1146.51001
2018-07-23,183.850006,7275.999023,160.774994,228.300003,1143.640015
2018-07-24,186.25,7350.973145,162.125,226.899994,1153.22998
2018-07-25,185.0,7469.537109,161.550003,229.300003,1156.420044
2018-07-26,187.300003,7621.229492,164.625,232.5,1170.390015
2018-07-27,187.800003,7715.383301,162.899994,236.100006,1169.410034
2018-07-30,187.800003,7671.793457,161.5,237.600006,1164.569946
2018-07-31,185.25,7987.383301,159.074997,238.199997,1157.030029
2018-08-01,182.800003,7800.819336,157.824997,238.699997,1160.47998
2018-08-02,179.0,7636.921875,158.5,235.399994,1157.219971
2018-08-03,182.800003,7514.870605,160.199997,235.300003,1159.189941
2018-08-06,180.850006,7333.537109,160.0,236.699997,1153.670044
2018-08-07,181.300003,7806.050293,161.449997,237.100006,1148.52002
2018-08-08,180.699997,8184.40918,151.824997,238.300003,1131.300049
2018-08-09,181.699997,8247.177734,152.25,236.899994,1140.349976
2018-08-10,183.5,7952.511719,152.5,232.0,1134.72998
2018-08-13,183.899994,7703.178223,154.149994,233.5,1142.170044
2018-08-14,180.199997,7579.383301,159.649994,228.699997,1142.910034
2018-08-15,178.850006,7420.716797,156.949997,226.399994,1129.170044
2018-08-16,181.800003,7528.819336,156.975006,217.600006,1140.349976
2018-08-17,182.899994,7666.562988,155.0,215.0,1140.040039
2018-08-20,184.149994,7886.255371,156.475006,223.100006,1148.26001
2018-08-21,184.75,7901.947266,158.850006,223.399994,1152.540039
2018-08-22,188.300003,8072.819336,158.0,223.899994,1159.119995
2018-08-23,186.25,7942.050293,158.25,226.699997,1156.52002
2018-08-24,189.649994,8147.793457,157.925003,226.399994,1163.48999
2018-08-27,193.449997,8329.126953,158.925003,228.899994,1174.72998
2018-08-28,192.100006,8635.999023,158.675003,226.899994,1176.650024
2018-08-29,192.449997,8662.152344,158.975006,226.300003,1176.140015
2018-08-30,192.0,8792.049805,158.625,225.600006,1178.0
2018-08-31,188.949997,8641.229492,157.375,224.199997,1171.540039
2018-09-04,177.449997,8135.588379,157.25,221.699997,1154.52002
2018-09-05,181.75,7980.40918,153.25,217.100006,1136.810059
2018-09-06,184.75,8069.332031,153.425003,218.100006,1138.25
2018-09-07,177.0,7954.255371,154.574997,217.0,1136.73999
2018-09-10,171.800003,7891.48584,155.774994,218.100006,1135.439941
2018-09-11,170.649994,7647.383301,155.024994,217.0,1127.780029
2018-09-12,168.050003,7814.768066,157.175003,216.5,1132.209961
